Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human orthology confidence [0 low, 1 high]	Human homology type
ENSMUSG00000022571	ENSMUSG00000022571.10	Pycr3	ENSG00000104524	PYCR3	ENSP00000480945	1	ortholog_one2one
ENSMUSG00000021301	ENSMUSG00000021301.10	Hecw1	ENSG00000002746	HECW1	ENSP00000379228	1	ortholog_one2one
ENSMUSG00000041673	ENSMUSG00000041673.13	Lrrc18	ENSG00000165383	LRRC18	ENSP00000363275	1	ortholog_one2one
ENSMUSG00000019809	ENSMUSG00000019809.17	Pex3	ENSG00000034693	PEX3	ENSP00000356563	1	ortholog_one2one
ENSMUSG00000025586	ENSMUSG00000025586.18	Cpeb1	ENSG00000214575	CPEB1	ENSP00000507835	1	ortholog_one2one
ENSMUSG00000022570	ENSMUSG00000022570.8	Gfus	ENSG00000104522	GFUS	ENSP00000398803	1	ortholog_one2one
ENSMUSG00000011257	ENSMUSG00000011257.20	Pabpc4	ENSG00000090621	PABPC4	ENSP00000361949	1	ortholog_one2one
ENSMUSG00000033735	ENSMUSG00000033735.10	Spr	ENSG00000116096	SPR	ENSP00000234454	1	ortholog_one2one
ENSMUSG00000079036	ENSMUSG00000079036.11	Alkbh1	ENSG00000100601	ALKBH1	ENSP00000216489	1	ortholog_one2one
ENSMUSG00000072969	ENSMUSG00000072969.3	Armcx5	ENSG00000125962	ARMCX5	ENSP00000473737	1	ortholog_one2one
ENSMUSG00000033760	ENSMUSG00000033760.18	Rbm4b	ENSG00000173914	RBM4B	ENSP00000310471	1	ortholog_one2one
ENSMUSG00000076862	ENSMUSG00000076862.6	Trav19	ENSG00000211810	TRAV29DV5	ENSP00000452209	1	ortholog_one2one
ENSMUSG00000037709	ENSMUSG00000037709.14	Fam13a	ENSG00000138640	FAM13A	ENSP00000264344	1	ortholog_one2one
ENSMUSG00000043384	ENSMUSG00000043384.16	Gprasp1	ENSG00000198932	GPRASP1	ENSP00000445683	1	ortholog_one2one
ENSMUSG00000106289	ENSMUSG00000106289.2	Trav23	ENSG00000211818	TRAV39	ENSP00000450865	1	ortholog_one2one
ENSMUSG00000023990	ENSMUSG00000023990.19	Tfeb	ENSG00000112561	TFEB	ENSP00000362124	1	ortholog_one2one
ENSMUSG00000052688	ENSMUSG00000052688.13	Rab7b	ENSG00000276600	RAB7B	ENSP00000482499	1	ortholog_one2one
ENSMUSG00000027635	ENSMUSG00000027635.16	Dsn1	ENSG00000149636	DSN1	ENSP00000362855	1	ortholog_one2one
ENSMUSG00000094936	ENSMUSG00000094936.9	Rbm4	ENSG00000173933	RBM4	ENSP00000309166	1	ortholog_one2one
ENSMUSG00000072964	ENSMUSG00000072964.15	Bhlhb9	ENSG00000198908	GPRASP3	ENSP00000403226	1	ortholog_one2one
ENSMUSG00000063506	ENSMUSG00000063506.15	Arhgap22	ENSG00000128805	ARHGAP22	ENSP00000249601	1	ortholog_one2one
ENSMUSG00000021040	ENSMUSG00000021040.16	Slirp	ENSG00000119705	SLIRP	ENSP00000450909	1	ortholog_one2one
ENSMUSG00000109398	ENSMUSG00000109398.3	Zfp582	ENSG00000018869	ZNF582	ENSP00000465619	1	ortholog_one2one
ENSMUSG00000050846	ENSMUSG00000050846.10	Zfp623	ENSG00000183309	ZNF623	ENSP00000435232	1	ortholog_one2one
ENSMUSG00000035818	ENSMUSG00000035818.15	Plekhs1	ENSG00000148735	PLEKHS1	ENSP00000511629	1	ortholog_one2one
ENSMUSG00000021039	ENSMUSG00000021039.10	Snw1	ENSG00000100603	SNW1	ENSP00000261531	1	ortholog_one2one
ENSMUSG00000062861	ENSMUSG00000062861.9	Zfp28	ENSG00000196867	ZFP28	ENSP00000301318	1	ortholog_one2one
ENSMUSG00000019808	ENSMUSG00000019808.9	Adat2	ENSG00000189007	ADAT2	ENSP00000237283	1	ortholog_one2one
ENSMUSG00000059852	ENSMUSG00000059852.8	Kcng2	ENSG00000178342	KCNG2	ENSP00000315654	1	ortholog_one2one
ENSMUSG00000063704	ENSMUSG00000063704.14	Mapk15	ENSG00000181085	MAPK15	ENSP00000337691	1	ortholog_one2one
ENSMUSG00000072966	ENSMUSG00000072966.12	Gprasp2	ENSG00000158301	GPRASP2	ENSP00000507692	1	ortholog_one2one
ENSMUSG00000033323	ENSMUSG00000033323.15	Ctdp1	ENSG00000060069	CTDP1	ENSP00000484525	1	ortholog_one2one
ENSMUSG00000042249	ENSMUSG00000042249.12	Grk3	ENSG00000100077	GRK3	ENSP00000317578	1	ortholog_one2one
ENSMUSG00000019806	ENSMUSG00000019806.14	Aig1	ENSG00000146416	AIG1	ENSP00000350509	1	ortholog_one2one
ENSMUSG00000033726	ENSMUSG00000033726.9	Emx1	ENSG00000135638	EMX1	ENSP00000258106	1	ortholog_one2one
ENSMUSG00000015672	ENSMUSG00000015672.5	Mrpl32	ENSG00000106591	MRPL32	ENSP00000223324	1	ortholog_one2one
ENSMUSG00000055485	ENSMUSG00000055485.7	Mtcl2	ENSG00000149639	MTCL2	ENSP00000237536	1	ortholog_one2one
ENSMUSG00000049232	ENSMUSG00000049232.4	Tigd2	ENSG00000180346	TIGD2	ENSP00000486687	1	ortholog_one2one
ENSMUSG00000015671	ENSMUSG00000015671.12	Psma2	ENSG00000106588	PSMA2	ENSP00000223321	1	ortholog_one2one
ENSMUSG00000045441	ENSMUSG00000045441.6	Gprin3	ENSG00000185477	GPRIN3	ENSP00000476603	1	ortholog_one2one
ENSMUSG00000046761	ENSMUSG00000046761.14	Fam83h	ENSG00000180921	FAM83H	ENSP00000373565	1	ortholog_one2one
ENSMUSG00000104876	ENSMUSG00000104876.2	Trdc	ENSG00000211829	TRDC	ENSP00000451468	1	ortholog_one2one
ENSMUSG00000076873	ENSMUSG00000076873.3	Trdv5	ENSG00000256590	TRDV3	ENSP00000451750	1	ortholog_one2one
ENSMUSG00000039081	ENSMUSG00000039081.11	Zfp503	ENSG00000165655	ZNF503	ENSP00000361602	1	ortholog_one2one
ENSMUSG00000024211	ENSMUSG00000024211.16	Grm8	ENSG00000179603	GRM8	ENSP00000344173	1	ortholog_one2one
ENSMUSG00000074628	ENSMUSG00000074628.10	Tldc2	ENSG00000101342	TLDC2	ENSP00000217320	1	ortholog_one2one
ENSMUSG00000026604	ENSMUSG00000026604.18	Ptpn14	ENSG00000152104	PTPN14	ENSP00000355923	1	ortholog_one2one
ENSMUSG00000102018	ENSMUSG00000102018.9	Iqank1	ENSG00000203499	IQANK1	ENSP00000489685	1	ortholog_one2one
ENSMUSG00000027247	ENSMUSG00000027247.17	Arhgap1	ENSG00000175220	ARHGAP1	ENSP00000310491	1	ortholog_one2one
ENSMUSG00000024293	ENSMUSG00000024293.17	Esco1	ENSG00000141446	ESCO1	ENSP00000269214	1	ortholog_one2one
ENSMUSG00000093536	ENSMUSG00000093536.8	Smim17	ENSG00000268182	SMIM17	ENSP00000471126	1	ortholog_one2one
ENSMUSG00000022568	ENSMUSG00000022568.18	Scrib	ENSG00000180900	SCRIB	ENSP00000349486	1	ortholog_one2one
ENSMUSG00000015501	ENSMUSG00000015501.11	Hivep2	ENSG00000010818	HIVEP2	ENSP00000356575	1	ortholog_one2one
ENSMUSG00000022838	ENSMUSG00000022838.15	Eaf2	ENSG00000145088	EAF2	ENSP00000273668	1	ortholog_one2one
ENSMUSG00000008206	ENSMUSG00000008206.17	Cers4	ENSG00000090661	CERS4	ENSP00000251363	1	ortholog_one2one
ENSMUSG00000063458	ENSMUSG00000063458.14	Lrmda	ENSG00000148655	LRMDA	ENSP00000480240	1	ortholog_one2one
ENSMUSG00000039182	ENSMUSG00000039182.7	AW209491	ENSG00000136197	C7orf25	ENSP00000343364	1	ortholog_one2one
ENSMUSG00000076067	ENSMUSG00000076067.3	Mir592	ENSG00000207692	MIR592	ENST00000384959	1	ortholog_one2one
ENSMUSG00000033720	ENSMUSG00000033720.13	Sfxn5	ENSG00000144040	SFXN5	ENSP00000272433	1	ortholog_one2one
ENSMUSG00000025077	ENSMUSG00000025077.15	Dclre1a	ENSG00000198924	DCLRE1A	ENSP00000355185	1	ortholog_one2one
ENSMUSG00000055254	ENSMUSG00000055254.16	Ntrk2	ENSG00000148053	NTRK2	ENSP00000277120	1	ortholog_one2one
ENSMUSG00000029125	ENSMUSG00000029125.15	Stx18	ENSG00000168818	STX18	ENSP00000305810	1	ortholog_one2one
ENSMUSG00000021044	ENSMUSG00000021044.16	Adck1	ENSG00000063761	ADCK1	ENSP00000238561	1	ortholog_one2one
ENSMUSG00000045659	ENSMUSG00000045659.19	Plekha7	ENSG00000166689	PLEKHA7	ENSP00000435389	1	ortholog_one2one
ENSMUSG00000028519	ENSMUSG00000028519.17	Dab1	ENSG00000173406	DAB1	ENSP00000360280	1	ortholog_one2one
ENSMUSG00000030102	ENSMUSG00000030102.12	Itpr1	ENSG00000150995	ITPR1	ENSP00000497605	1	ortholog_one2one
ENSMUSG00000039116	ENSMUSG00000039116.8	Adgrg6	ENSG00000112414	ADGRG6	ENSP00000356581	1	ortholog_one2one
ENSMUSG00000042268	ENSMUSG00000042268.11	Slc26a9	ENSG00000174502	SLC26A9	ENSP00000356103	1	ortholog_one2one
ENSMUSG00000022837	ENSMUSG00000022837.15	Iqcb1	ENSG00000173226	IQCB1	ENSP00000311505	1	ortholog_one2one
ENSMUSG00000044477	ENSMUSG00000044477.13	Zfand3	ENSG00000156639	ZFAND3	ENSP00000287218	1	ortholog_one2one
ENSMUSG00000018820	ENSMUSG00000018820.14	Zfyve27	ENSG00000155256	ZFYVE27	ENSP00000506975	1	ortholog_one2one
ENSMUSG00000020636	ENSMUSG00000020636.15	Allc	ENSG00000151360	ALLC	ENSP00000252505	1	ortholog_one2one
ENSMUSG00000060470	ENSMUSG00000060470.8	Adgrg3	ENSG00000182885	ADGRG3	ENSP00000332900	1	ortholog_one2one
ENSMUSG00000062202	ENSMUSG00000062202.15	Btbd9	ENSG00000183826	BTBD9	ENSP00000418751	1	ortholog_one2one
ENSMUSG00000026603	ENSMUSG00000026603.14	Smyd2	ENSG00000143499	SMYD2	ENSP00000355924	1	ortholog_one2one
ENSMUSG00000032473	ENSMUSG00000032473.14	Cldn18	ENSG00000066405	CLDN18	ENSP00000183605	1	ortholog_one2one
ENSMUSG00000022174	ENSMUSG00000022174.9	Dad1	ENSG00000129562	DAD1	ENSP00000250498	1	ortholog_one2one
ENSMUSG00000036655	ENSMUSG00000036655.9	Colec11	ENSG00000118004	COLEC11	ENSP00000339168	1	ortholog_one2one
ENSMUSG00000002477	ENSMUSG00000002477.6	Snrpd1	ENSG00000167088	SNRPD1	ENSP00000300413	1	ortholog_one2one
ENSMUSG00000085795	ENSMUSG00000085795.9	Zfp703	ENSG00000183779	ZNF703	ENSP00000332325	1	ortholog_one2one
ENSMUSG00000021936	ENSMUSG00000021936.15	Mapk8	ENSG00000107643	MAPK8	ENSP00000363304	1	ortholog_one2one
ENSMUSG00000034243	ENSMUSG00000034243.18	Golgb1	ENSG00000173230	GOLGB1	ENSP00000484083	1	ortholog_one2one
ENSMUSG00000019868	ENSMUSG00000019868.17	Vta1	ENSG00000009844	VTA1	ENSP00000356602	1	ortholog_one2one
ENSMUSG00000006445	ENSMUSG00000006445.4	Epha2	ENSG00000142627	EPHA2	ENSP00000351209	1	ortholog_one2one
ENSMUSG00000002475	ENSMUSG00000002475.17	Abhd3	ENSG00000158201	ABHD3	ENSP00000289119	1	ortholog_one2one
ENSMUSG00000022322	ENSMUSG00000022322.9	Shcbp1	ENSG00000171241	SHCBP1	ENSP00000306473	1	ortholog_one2one
ENSMUSG00000045967	ENSMUSG00000045967.12	Gpr158	ENSG00000151025	GPR158	ENSP00000365529	1	ortholog_one2one
ENSMUSG00000042251	ENSMUSG00000042251.13	Pm20d1	ENSG00000162877	PM20D1	ENSP00000356104	1	ortholog_one2one
ENSMUSG00000035062	ENSMUSG00000035062.14	Zc4h2	ENSG00000126970	ZC4H2	ENSP00000363972	1	ortholog_one2one
ENSMUSG00000042532	ENSMUSG00000042532.15	Golga7b	ENSG00000155265	GOLGA7B	ENSP00000359634	1	ortholog_one2one
ENSMUSG00000061477	ENSMUSG00000061477.5	Rps7	ENSG00000171863	RPS7	ENSP00000496757	1	ortholog_one2one
ENSMUSG00000084421	ENSMUSG00000084421.3	Gm25107	ENSG00000271907	SNORA35B	ENST00000607417	1	ortholog_one2one
ENSMUSG00000053747	ENSMUSG00000053747.10	Sox14	ENSG00000168875	SOX14	ENSP00000305343	1	ortholog_one2one
ENSMUSG00000039987	ENSMUSG00000039987.16	Phtf2	ENSG00000006576	PHTF2	ENSP00000403042	1	ortholog_one2one
ENSMUSG00000018822	ENSMUSG00000018822.8	Sfrp5	ENSG00000120057	SFRP5	ENSP00000266066	1	ortholog_one2one
ENSMUSG00000071662	ENSMUSG00000071662.5	Polr2g	ENSG00000168002	POLR2G	ENSP00000301788	1	ortholog_one2one
ENSMUSG00000044244	ENSMUSG00000044244.19	Il20rb	ENSG00000174564	IL20RB	ENSP00000328133	1	ortholog_one2one
ENSMUSG00000006218	ENSMUSG00000006218.5	Fam131c	ENSG00000185519	FAM131C	ENSP00000364814	1	ortholog_one2one
ENSMUSG00000020630	ENSMUSG00000020630.10	Rnaseh1	ENSG00000171865	RNASEH1	ENSP00000313350	1	ortholog_one2one
ENSMUSG00000019865	ENSMUSG00000019865.10	Nmbr	ENSG00000135577	NMBR	ENSP00000258042	1	ortholog_one2one
ENSMUSG00000005732	ENSMUSG00000005732.15	Ranbp1	ENSG00000099901	RANBP1	ENSP00000401564	1	ortholog_one2one
ENSMUSG00000026786	ENSMUSG00000026786.15	Apbb1ip	ENSG00000077420	APBB1IP	ENSP00000365411	1	ortholog_one2one
ENSMUSG00000031786	ENSMUSG00000031786.8	Drc7	ENSG00000159625	DRC7	ENSP00000353942	1	ortholog_one2one
ENSMUSG00000071661	ENSMUSG00000071661.8	Zbtb3	ENSG00000185670	ZBTB3	ENSP00000378286	1	ortholog_one2one
ENSMUSG00000032096	ENSMUSG00000032096.17	Arcn1	ENSG00000095139	ARCN1	ENSP00000264028	1	ortholog_one2one
ENSMUSG00000071660	ENSMUSG00000071660.11	Ttc9c	ENSG00000162222	TTC9C	ENSP00000325266	1	ortholog_one2one
ENSMUSG00000020629	ENSMUSG00000020629.13	Adi1	ENSG00000182551	ADI1	ENSP00000333666	1	ortholog_one2one
ENSMUSG00000013275	ENSMUSG00000013275.10	Slc41a1	ENSG00000133065	SLC41A1	ENSP00000356105	1	ortholog_one2one
ENSMUSG00000031438	ENSMUSG00000031438.12	Rnf128	ENSG00000133135	RNF128	ENSP00000255499	1	ortholog_one2one
ENSMUSG00000019867	ENSMUSG00000019867.5	Gje1	ENSG00000203733	GJE1	ENSP00000455469	1	ortholog_one2one
ENSMUSG00000071659	ENSMUSG00000071659.5	Hnrnpul2	ENSG00000214753	HNRNPUL2	ENSP00000301785	1	ortholog_one2one
ENSMUSG00000020628	ENSMUSG00000020628.17	Trappc12	ENSG00000171853	TRAPPC12	ENSP00000324318	1	ortholog_one2one
ENSMUSG00000022721	ENSMUSG00000022721.20	Trmt2a	ENSG00000099899	TRMT2A	ENSP00000252136	1	ortholog_one2one
ENSMUSG00000026433	ENSMUSG00000026433.14	Rab29	ENSG00000117280	RAB29	ENSP00000356107	1	ortholog_one2one
ENSMUSG00000024294	ENSMUSG00000024294.16	Mib1	ENSG00000101752	MIB1	ENSP00000261537	1	ortholog_one2one
ENSMUSG00000036022	ENSMUSG00000036022.16	Pabir2	ENSG00000156504	PABIR2	ENSP00000339207	1	ortholog_one2one
ENSMUSG00000027244	ENSMUSG00000027244.15	Atg13	ENSG00000175224	ATG13	ENSP00000507809	1	ortholog_one2one
ENSMUSG00000071658	ENSMUSG00000071658.6	Gng3	ENSG00000162188	GNG3	ENSP00000294117	1	ortholog_one2one
ENSMUSG00000039910	ENSMUSG00000039910.11	Cited2	ENSG00000164442	CITED2	ENSP00000356623	1	ortholog_one2one
ENSMUSG00000023073	ENSMUSG00000023073.3	Slc10a2	ENSG00000125255	SLC10A2	ENSP00000245312	1	ortholog_one2one
ENSMUSG00000071657	ENSMUSG00000071657.13	Bscl2	ENSG00000168000	BSCL2	ENSP00000354032	1	ortholog_one2one
ENSMUSG00000045435	ENSMUSG00000045435.10	Tmem60	ENSG00000135211	TMEM60	ENSP00000257663	1	ortholog_one2one
ENSMUSG00000039891	ENSMUSG00000039891.7	Txlnb	ENSG00000164440	TXLNB	ENSP00000351206	1	ortholog_one2one
ENSMUSG00000039968	ENSMUSG00000039968.10	Rsbn1l	ENSG00000187257	RSBN1L	ENSP00000334040	1	ortholog_one2one
ENSMUSG00000026434	ENSMUSG00000026434.13	Nucks1	ENSG00000069275	NUCKS1	ENSP00000356110	1	ortholog_one2one
ENSMUSG00000025648	ENSMUSG00000025648.19	Pfkfb4	ENSG00000114268	PFKFB4	ENSP00000232375	1	ortholog_one2one
ENSMUSG00000049537	ENSMUSG00000049537.11	Tecrl	ENSG00000205678	TECRL	ENSP00000370607	1	ortholog_one2one
ENSMUSG00000031787	ENSMUSG00000031787.9	Katnb1	ENSG00000140854	KATNB1	ENSP00000368982	1	ortholog_one2one
ENSMUSG00000018507	ENSMUSG00000018507.17	Trpv2	ENSG00000187688	TRPV2	ENSP00000342222	1	ortholog_one2one
ENSMUSG00000038079	ENSMUSG00000038079.15	Tmem237	ENSG00000155755	TMEM237	ENSP00000386264	1	ortholog_one2one
ENSMUSG00000039879	ENSMUSG00000039879.10	Heca	ENSG00000112406	HECA	ENSP00000356630	1	ortholog_one2one
ENSMUSG00000037936	ENSMUSG00000037936.16	Scarb1	ENSG00000073060	SCARB1	ENSP00000261693	1	ortholog_one2one
ENSMUSG00000078453	ENSMUSG00000078453.4	Abracl	ENSG00000146386	ABRACL	ENSP00000356632	1	ortholog_one2one
ENSMUSG00000024026	ENSMUSG00000024026.14	Glo1	ENSG00000124767	GLO1	ENSP00000362463	1	ortholog_one2one
ENSMUSG00000019854	ENSMUSG00000019854.18	Reps1	ENSG00000135597	REPS1	ENSP00000392065	1	ortholog_one2one
ENSMUSG00000036613	ENSMUSG00000036613.9	Eipr1	ENSG00000032389	EIPR1	ENSP00000371559	1	ortholog_one2one
ENSMUSG00000027599	ENSMUSG00000027599.10	Armc1	ENSG00000104442	ARMC1	ENSP00000276569	1	ortholog_one2one
ENSMUSG00000064437	ENSMUSG00000064437.4	Snord49b	ENSG00000277108	SNORD49B	ENST00000365172	1	ortholog_one2one
ENSMUSG00000065734	ENSMUSG00000065734.3	Snord49a	ENSG00000277370	SNORD49A	ENST00000384229	1	ortholog_one2one
ENSMUSG00000077457	ENSMUSG00000077457.3	Snord65	ENSG00000277512	SNORD65	ENST00000391079	1	ortholog_one2one
ENSMUSG00000020374	ENSMUSG00000020374.17	Rasgef1c	ENSG00000146090	RASGEF1C	ENSP00000354963	1	ortholog_one2one
ENSMUSG00000001995	ENSMUSG00000001995.10	Sipa1l2	ENSG00000116991	SIPA1L2	ENSP00000502693	1	ortholog_one2one
ENSMUSG00000106348	ENSMUSG00000106348.2	Mir1a-2	ENSG00000284453	MIR1-2	ENST00000384961	1	ortholog_one2one
ENSMUSG00000005836	ENSMUSG00000005836.11	Gata6	ENSG00000141448	GATA6	ENSP00000269216	1	ortholog_one2one
ENSMUSG00000028149	ENSMUSG00000028149.13	Rap1gds1	ENSG00000138698	RAP1GDS1	ENSP00000386153	1	ortholog_one2one
ENSMUSG00000023074	ENSMUSG00000023074.12	Mospd1	ENSG00000101928	MOSPD1	ENSP00000359819	1	ortholog_one2one
ENSMUSG00000021190	ENSMUSG00000021190.15	Lgmn	ENSG00000100600	LGMN	ENSP00000334052	1	ortholog_one2one
ENSMUSG00000045215	ENSMUSG00000045215.19	Asxl3	ENSG00000141431	ASXL3	ENSP00000269197	1	ortholog_one2one
ENSMUSG00000108841	ENSMUSG00000108841.2	Frmpd2	ENSG00000170324	FRMPD2	ENSP00000363317	1	ortholog_one2one
ENSMUSG00000006221	ENSMUSG00000006221.8	Hspb7	ENSG00000173641	HSPB7	ENSP00000310111	1	ortholog_one2one
ENSMUSG00000071656	ENSMUSG00000071656.8	Lrrn4cl	ENSG00000177363	LRRN4CL	ENSP00000325808	1	ortholog_one2one
ENSMUSG00000040997	ENSMUSG00000040997.15	Abhd4	ENSG00000100439	ABHD4	ENSP00000414558	1	ortholog_one2one
ENSMUSG00000006215	ENSMUSG00000006215.13	Zbtb17	ENSG00000116809	ZBTB17	ENSP00000364895	1	ortholog_one2one
ENSMUSG00000071655	ENSMUSG00000071655.13	Ubxn1	ENSG00000162191	UBXN1	ENSP00000303991	1	ortholog_one2one
ENSMUSG00000024359	ENSMUSG00000024359.11	Hspa9	ENSG00000113013	HSPA9	ENSP00000297185	1	ortholog_one2one
ENSMUSG00000033826	ENSMUSG00000033826.11	Dnah8	ENSG00000124721	DNAH8	ENSP00000333363	1	ortholog_one2one
ENSMUSG00000021192	ENSMUSG00000021192.17	Golga5	ENSG00000066455	GOLGA5	ENSP00000163416	1	ortholog_one2one
ENSMUSG00000060090	ENSMUSG00000060090.17	Rp2	ENSG00000102218	RP2	ENSP00000218340	1	ortholog_one2one
ENSMUSG00000027243	ENSMUSG00000027243.9	Harbi1	ENSG00000180423	HARBI1	ENSP00000317743	1	ortholog_one2one
ENSMUSG00000071654	ENSMUSG00000071654.7	Uqcc3	ENSG00000204922	UQCC3	ENSP00000367189	1	ortholog_one2one
ENSMUSG00000046417	ENSMUSG00000046417.15	Lrrc75a	ENSG00000181350	LRRC75A	ENSP00000419502	1	ortholog_one2one
ENSMUSG00000028771	ENSMUSG00000028771.14	Ptpn12	ENSG00000127947	PTPN12	ENSP00000248594	1	ortholog_one2one
ENSMUSG00000002524	ENSMUSG00000002524.18	Puf60	ENSG00000179950	PUF60	ENSP00000434359	1	ortholog_one2one
ENSMUSG00000027639	ENSMUSG00000027639.17	Samhd1	ENSG00000101347	SAMHD1	ENSP00000493536	1	ortholog_one2one
ENSMUSG00000070167	ENSMUSG00000070167.3	Snora57	ENSG00000206597	SNORA57	ENST00000383870	1	ortholog_one2one
ENSMUSG00000071652	ENSMUSG00000071652.9	Ints5	ENSG00000185085	INTS5	ENSP00000327889	1	ortholog_one2one
ENSMUSG00000021318	ENSMUSG00000021318.16	Gli3	ENSG00000106571	GLI3	ENSP00000379258	1	ortholog_one2one
ENSMUSG00000071650	ENSMUSG00000071650.7	Ganab	ENSG00000089597	GANAB	ENSP00000349053	1	ortholog_one2one
ENSMUSG00000020376	ENSMUSG00000020376.18	Rnf130	ENSG00000113269	RNF130	ENSP00000430237	1	ortholog_one2one
ENSMUSG00000089872	ENSMUSG00000089872.11	Rps6kc1	ENSG00000136643	RPS6KC1	ENSP00000355927	1	ortholog_one2one
ENSMUSG00000091896	ENSMUSG00000091896.10	Ube2d2a	ENSG00000131508	UBE2D2	ENSP00000381717	1	ortholog_one2one
ENSMUSG00000032475	ENSMUSG00000032475.16	Nck1	ENSG00000158092	NCK1	ENSP00000417273	1	ortholog_one2one
ENSMUSG00000040761	ENSMUSG00000040761.17	Spen	ENSG00000065526	SPEN	ENSP00000364912	1	ortholog_one2one
ENSMUSG00000021194	ENSMUSG00000021194.7	Chga	ENSG00000100604	CHGA	ENSP00000216492	1	ortholog_one2one
ENSMUSG00000021940	ENSMUSG00000021940.11	Ptpn20	ENSG00000204179	PTPN20	ENSP00000363459	1	ortholog_one2one
ENSMUSG00000008348	ENSMUSG00000008348.10	Ubc	ENSG00000150991	UBC	ENSP00000344818	1	ortholog_one2one
ENSMUSG00000070287	ENSMUSG00000070287.4	Slc35g2	ENSG00000168917	SLC35G2	ENSP00000400839	1	ortholog_one2one
ENSMUSG00000057963	ENSMUSG00000057963.10	Itpk1	ENSG00000100605	ITPK1	ENSP00000267615	1	ortholog_one2one
ENSMUSG00000002031	ENSMUSG00000002031.14	Ift46	ENSG00000118096	IFT46	ENSP00000264021	1	ortholog_one2one
ENSMUSG00000029480	ENSMUSG00000029480.14	Dhx37	ENSG00000150990	DHX37	ENSP00000311135	1	ortholog_one2one
ENSMUSG00000034947	ENSMUSG00000034947.14	Tmem106a	ENSG00000184988	TMEM106A	ENSP00000483246	1	ortholog_one2one
ENSMUSG00000023070	ENSMUSG00000023070.7	Rgn	ENSG00000130988	RGN	ENSP00000380365	1	ortholog_one2one
ENSMUSG00000051343	ENSMUSG00000051343.12	Rab11fip5	ENSG00000135631	RAB11FIP5	ENSP00000489752	1	ortholog_one2one
ENSMUSG00000031483	ENSMUSG00000031483.9	Erlin2	ENSG00000147475	ERLIN2	ENSP00000428112	1	ortholog_one2one
ENSMUSG00000066755	ENSMUSG00000066755.3	Tnfsf18	ENSG00000120337	TNFSF18	ENSP00000385470	1	ortholog_one2one
ENSMUSG00000049173	ENSMUSG00000049173.9	Myoz3	ENSG00000164591	MYOZ3	ENSP00000428815	1	ortholog_one2one
ENSMUSG00000021943	ENSMUSG00000021943.8	Gdf10	ENSG00000266524	GDF10	ENSP00000464145	1	ortholog_one2one
ENSMUSG00000025889	ENSMUSG00000025889.14	Snca	ENSG00000145335	SNCA	ENSP00000378442	1	ortholog_one2one
ENSMUSG00000041324	ENSMUSG00000041324.15	Inhba	ENSG00000122641	INHBA	ENSP00000242208	1	ortholog_one2one
ENSMUSG00000072625	ENSMUSG00000072625.2	Gdf2	ENSG00000263761	GDF2	ENSP00000463051	1	ortholog_one2one
ENSMUSG00000043079	ENSMUSG00000043079.18	Synpo	ENSG00000171992	SYNPO	ENSP00000302139	1	ortholog_one2one
ENSMUSG00000000817	ENSMUSG00000000817.11	Fasl	ENSG00000117560	FASLG	ENSP00000356694	1	ortholog_one2one
ENSMUSG00000031060	ENSMUSG00000031060.17	Rbm10	ENSG00000182872	RBM10	ENSP00000366829	1	ortholog_one2one
ENSMUSG00000057637	ENSMUSG00000057637.14	Prdm2	ENSG00000116731	PRDM2	ENSP00000312352	1	ortholog_one2one
ENSMUSG00000041534	ENSMUSG00000041534.10	Rbp3	ENSG00000265203	RBP3	ENSP00000463151	1	ortholog_one2one
ENSMUSG00000075590	ENSMUSG00000075590.5	Nrbp2	ENSG00000185189	NRBP2	ENSP00000414055	1	ortholog_one2one
ENSMUSG00000096458	ENSMUSG00000096458.8	Moap1	ENSG00000165943	MOAP1	ENSP00000298894	1	ortholog_one2one
ENSMUSG00000000959	ENSMUSG00000000959.8	Oxa1l	ENSG00000155463	OXA1L	ENSP00000483491	1	ortholog_one2one
ENSMUSG00000068302	ENSMUSG00000068302.9	Noto	ENSG00000214513	NOTO	ENSP00000381486	1	ortholog_one2one
ENSMUSG00000055137	ENSMUSG00000055137.8	Sugct	ENSG00000175600	SUGCT	ENSP00000338475	1	ortholog_one2one
ENSMUSG00000022718	ENSMUSG00000022718.13	Dgcr8	ENSG00000128191	DGCR8	ENSP00000263209	1	ortholog_one2one
ENSMUSG00000056476	ENSMUSG00000056476.14	Med12l	ENSG00000144893	MED12L	ENSP00000508695	1	ortholog_one2one
ENSMUSG00000046675	ENSMUSG00000046675.8	Lyset	ENSG00000153485	LYSET	ENSP00000388431	1	ortholog_one2one
ENSMUSG00000026634	ENSMUSG00000026634.17	Angel2	ENSG00000174606	ANGEL2	ENSP00000355929	1	ortholog_one2one
ENSMUSG00000054641	ENSMUSG00000054641.11	Mmrn1	ENSG00000138722	MMRN1	ENSP00000264790	1	ortholog_one2one
ENSMUSG00000091931	ENSMUSG00000091931.6	Gon7	ENSG00000170270	GON7	ENSP00000306320	1	ortholog_one2one
ENSMUSG00000054008	ENSMUSG00000054008.10	Ndst1	ENSG00000070614	NDST1	ENSP00000261797	1	ortholog_one2one
